Category;Brand;Product;Variant;SKU;Price;Old price;Currency ID;Weight;Stock;Units;Visible;Featured;Meta title;Meta keywords;Meta description;Annotation;Description;Images;URL;to__okaycms__rozetka 1;to__okaycms__google_merchant 1;volume;to__okaycms__hotline 1;color;size;shape;material
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 2 колір 10";sam10812;2750;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;10;8;1;2
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 2 колір 9";sam9812;2750;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;9;8;1;2
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 2 колір 8";sam8812;2750;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;8;8;1;2
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 2 колір 7";sam7812;2750;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;7;8;1;2
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 2 колір 6";sam6812;2750;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;6;8;1;2
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 2 колір 5";sam5812;2750;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;5;8;1;2
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 2 колір 4";sam4812;2750;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;4;8;1;2
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 2 колір 3";sam3812;2750;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;3;8;1;2
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 2 колір 2";sam2812;2750;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;2;8;1;2
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 2 колір 1";sam1812;2750;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;1;8;1;2
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 1 колір 14";sam14811;1950;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;14;8;1;1
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 1 колір 13";sam13811;1950;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;13;8;1;1
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 1 колір 12";sam12811;1950;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;12;8;1;1
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 1 колір 11";sam11811;1950;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;11;8;1;1
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 1 колір 10";sam10811;1950;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;10;8;1;1
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 1 колір 9";sam9811;1950;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;9;8;1;1
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 1 колір 8";sam8811;1950;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;8;8;1;1
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 1 колір 7";sam7811;1950;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;7;8;1;1
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 1 колір 6";sam6811;1950;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;6;8;1;1
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 1 колір 5";sam5811;1950;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;5;8;1;1
каталог;;"Дошка садху дизайн ""Самурай""";"Дошка садху дизайн ""Самурай"" Крок 8 Форма 1 Матеріал 1 колір 4";sam4811;1950;;4;0.00;;;1;0;"Дошка садху дизайн ""Стихії""";"Дошка садху дизайн ""Стихії"", каталог";"Дошка садху дизайн ""Стихії""";;;photo1670280938.jpeg;doshka-sadhu-dizajn-stihii;0;0;0.00000;0;4;8;1;1
